id,original_review,label,sentiment,cleaned_review,summary,predicted_sentiment,feedback_on_plot,feedback_on_acting,feedback_on_cinematography,feedback_on_soundtrack,useful_feedback
7203432,키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까,0,negative,키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까,키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까,0 (0.999),키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까 / 관련도 점수: 0.632,키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까 / 관련도 점수: 0.918,키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까 / 관련도 점수: 0.833,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까"
112724,허허...원작가 정신나간 유령이라... 재미있겠네요!,1,positive,허허...원작가 정신나간 유령이라... 재미있겠네요!,허허...원작가 정신나간 유령이라... 재미있겠네요!,1 (0.991),허허 / 관련도 점수: 0.393 | 원작가 정신나간 유령이라 / 관련도 점수: 0.7 | 재미있겠네요 / 관련도 점수: 0.636,재미있겠네요 / 관련도 점수: 0.401,재미있겠네요 / 관련도 점수: 0.551,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 허허...원작가 정신나간 유령이라... 재미있겠네요!"
1105872,포스터는 있어보이는데 관객은 114명이네,0,negative,포스터는 있어보이는데 관객은 114명이네,포스터는 있어보이는데 관객은 114명이네,0 (0.994),포스터는 있어보이는데 관객은 114명이네 / 관련도 점수: 0.655,,포스터는 있어보이는데 관객은 114명이네 / 관련도 점수: 0.734,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 포스터는 있어보이는데 관객은 114명이네"
4805788,이 영화가 왜 이렇게 저평가 받는지 모르겠다,1,positive,이 영화가 왜 이렇게 저평가 받는지 모르겠다,이 영화가 왜 이렇게 저평가 받는지 모르겠다,1 (0.999),이 영화가 왜 이렇게 저평가 받는지 모르겠다 / 관련도 점수: 0.523,,이 영화가 왜 이렇게 저평가 받는지 모르겠다 / 관련도 점수: 0.965,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 이 영화가 왜 이렇게 저평가 받는지 모르겠다"
9336496,단순하면서 은은한 매력의 영화,1,positive,단순하면서 은은한 매력의 영화,단순하면서 은은한 매력의 영화,1 (0.996),단순하면서 은은한 매력의 영화 / 관련도 점수: 0.894,,단순하면서 은은한 매력의 영화 / 관련도 점수: 0.974,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 단순하면서 은은한 매력의 영화"
9994900,'다 알바생인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 영화.ㅇ.ㅇ내ㅇ시간 넘 아까움 .. . 완전 낚임,0,negative,'다 알바생인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 영화.ㅇ.ㅇ내ㅇ시간 넘 아까움 .. . 완전 낚임,'다 알바생인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 영화.ㅇ.ㅇ내ㅇ시간 넘 아까움 .. . 완전 낚임,0 (0.999),ㅇ / 관련도 점수: 0.357 | 완전 낚임 / 관련도 점수: 0.619,ㅇ / 관련도 점수: 0.516 | 완전 낚임 / 관련도 점수: 0.535,'다 알바생인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 영화 / 관련도 점수: 0.861,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: '다 알바생인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 영화.ㅇ.ㅇ내ㅇ시간 넘 아까움 .. . 완전 낚임"
6760577,오게두어라! 서리한이 굶주렸다!,1,positive,오게두어라! 서리한이 굶주렸다!,오게두어라! 서리한이 굶주렸다!,1 (0.991),오게두어라 / 관련도 점수: 0.37 | 서리한이 굶주렸다 / 관련도 점수: 0.356,오게두어라 / 관련도 점수: 0.461 | 서리한이 굶주렸다 / 관련도 점수: 0.582,,,"이 리뷰는 plot, acting에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 오게두어라! 서리한이 굶주렸다!"
3440864,정말 맘에 들어요. 그래서 또 보고싶은데 또 보는 방법이 없네? >.. ㅜㅡ,1,positive,정말 맘에 들어요. 그래서 또 보고싶은데 또 보는 방법이 없네? >.. ㅜㅡ,정말 맘에 들어요. 그래서 또 보고싶은데 또 보는 방법이 없네? >.. ㅜㅡ,1 (0.999),정말 맘에 들어요 / 관련도 점수: 0.359 | ㅜㅡ / 관련도 점수: 0.357,정말 맘에 들어요 / 관련도 점수: 0.578 | > / 관련도 점수: 0.401 | ㅜㅡ / 관련도 점수: 0.516,정말 맘에 들어요 / 관련도 점수: 0.367,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 정말 맘에 들어요. 그래서 또 보고싶은데 또 보는 방법이 없네? >.. ㅜㅡ"
8548510,윤제문이라는 멋진 배우를 발견하게 됐어요. 소소한 일탈이 잔잔한 미소를 머금게 합니다. 음악은 조금 아쉽네요ㅠㅠ 8점 주고 싶은데 평점 올리고 싶어 10점 줄게요^^,1,positive,윤제문이라는 멋진 배우를 발견하게 됐어요. 소소한 일탈이 잔잔한 미소를 머금게 합니다. 음악은 조금 아쉽네요ㅠㅠ 8점 주고 싶은데 평점 올리고 싶어 10점 줄게요^^,윤제문이라는 멋진 배우를 발견하게 됐어요. 소소한 일탈이 잔잔한 미소를 머금게 합니다. 음악은 조금 아쉽네요ㅠㅠ 8점 주고 싶은데 평점 올리고 싶어 10점 줄게요^^,1 (0.999),,윤제문이라는 멋진 배우를 발견하게 됐어요 / 관련도 점수: 0.976 | 소소한 일탈이 잔잔한 미소를 머금게 합니다 / 관련도 점수: 0.745,소소한 일탈이 잔잔한 미소를 머금게 합니다 / 관련도 점수: 0.394,음악은 조금 아쉽네요ㅠㅠ 8점 주고 싶은데 평점 올리고 싶어 10점 줄게요^^ / 관련도 점수: 0.949,"이 리뷰는 acting, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 윤제문이라는 멋진 배우를 발견하게 됐어요. 소소한 일탈이 잔잔한 미소를 머금게 합니다. 음악은 조금 아쉽네요ㅠㅠ 8점 주고 싶은데 평점 올리고 싶어 10점 줄게요^^"
7719892,평점에속지마시길시간낭비 돈낭비임,0,negative,평점에속지마시길시간낭비 돈낭비임,평점에속지마시길시간낭비 돈낭비임,0 (0.999),,,,,"이 리뷰는 특정 영화 요소가 뚜렷하게 감지되지 않음에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 평점에속지마시길시간낭비 돈낭비임"
9440670,리얼리티가 뛰어나긴 한데 큰 공감은 안간다. 이민기캐릭터는 정신의학상 분노조절장애 초기 증상일거다. 툭하면 사람패고 욕하고 물건 파손하고.. 조금 오바였음. 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가.,0,negative,리얼리티가 뛰어나긴 한데 큰 공감은 안간다. 이민기캐릭터는 정신의학상 분노조절장애 초기 증상일거다. 툭하면 사람패고 욕하고 물건 파손하고.. 조금 오바였음. 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가.,리얼리티가 뛰어나긴 한데 큰 공감은 안간다. 이민기캐릭터는 정신의학상 분노조절장애 초기 증상일거다. 툭하면 사람패고 욕하고 물건 파손하고.. 조금 오바였음. 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가.,0 (1.0),툭하면 사람패고 욕하고 물건 파손하고 / 관련도 점수: 0.793 | 조금 오바였음 / 관련도 점수: 0.617 | 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가 / 관련도 점수: 0.884,툭하면 사람패고 욕하고 물건 파손하고 / 관련도 점수: 0.961 | 조금 오바였음 / 관련도 점수: 0.517 | 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가 / 관련도 점수: 0.796,극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가 / 관련도 점수: 0.827,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 리얼리티가 뛰어나긴 한데 큰 공감은 안간다. 이민기캐릭터는 정신의학상 분노조절장애 초기 증상일거다. 툭하면 사람패고 욕하고 물건 파손하고.. 조금 오바였음. 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가."
7991636,마이너스는 왜없냐 ㅋ 뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던?,0,negative,마이너스는 왜없냐  뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던?,마이너스는 왜없냐  뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던?,0 (0.999),,,마이너스는 왜없냐  뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던 / 관련도 점수: 0.938,마이너스는 왜없냐  뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던 / 관련도 점수: 0.979,"이 리뷰는 cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 마이너스는 왜없냐  뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던?"
4679407,난 우리영화를 사랑합니다....^^;,0,negative,난 우리영화를 사랑합니다....^^;,난 우리영화를 사랑합니다....^^;,1 (0.891),난 우리영화를 사랑합니다 / 관련도 점수: 0.707,난 우리영화를 사랑합니다 / 관련도 점수: 0.415,난 우리영화를 사랑합니다 / 관련도 점수: 0.994,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 난 우리영화를 사랑합니다....^^;"
9837767,"데너리스 타르 가르엔...나도 용의주인이 되고 싶다...누이랑,근친상간이나 하고 다닐지라도,소설 속에선 제일 멋진 놈이 자이메 라니스터였는데,드라마속에선,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도,기본 선방은 했음",1,positive,"데너리스 타르 가르엔...나도 용의주인이 되고 싶다...누이랑,근친상간이나 하고 다닐지라도,소설 속에선 제일 멋진 놈이 자이메 라니스터였는데,드라마속에선,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도,기본 선방은 했음","데너리스 타르 가르엔...나도 용의주인이 되고 싶다...누이랑,근친상간이나 하고 다닐지라도,소설 속에선 제일 멋진 놈이 자이메 라니스터였는데,드라마속에선,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도,기본 선방은 했음",1 (0.993),데너리스 타르 가르엔 / 관련도 점수: 0.454 | 나도 용의주인이 되고 싶다 / 관련도 점수: 0.924 | 누이랑 / 관련도 점수: 0.573 | 소설 속에선 제일 멋진 놈이 자이메 라니스터였는데 / 관련도 점수: 0.798 | 드라마속에선 / 관련도 점수: 0.935 | 드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도 / 관련도 점수: 0.759 | 기본 선방은 했음 / 관련도 점수: 0.373,나도 용의주인이 되고 싶다 / 관련도 점수: 0.923 | 누이랑 / 관련도 점수: 0.449 | 근친상간이나 하고 다닐지라도 / 관련도 점수: 0.951 | 드라마속에선 / 관련도 점수: 0.606 | 드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도 / 관련도 점수: 0.637 | 기본 선방은 했음 / 관련도 점수: 0.994,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도 / 관련도 점수: 0.958,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 데너리스 타르 가르엔...나도 용의주인이 되고 싶다...누이랑,근친상간이나 하고 다닐지라도,소설 속에선 제일 멋진 놈이 자이메 라니스터였는데,드라마속에선,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도,기본 선방은 했음"
9063648,영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요,1,positive,영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요,영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요,1 (1.0),영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요 / 관련도 점수: 0.772,,영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요 / 관련도 점수: 0.967,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요"
8272095,야 세르게이! 작은고추의 매운맛을 보여주마! 포퐁저그 콩진호가 간다,0,negative,야 세르게이! 작은고추의 매운맛을 보여주마! 포퐁저그 콩진호가 간다,야 세르게이! 작은고추의 매운맛을 보여주마! 포퐁저그 콩진호가 간다,0 (0.995),야 세르게이 / 관련도 점수: 0.555 | 작은고추의 매운맛을 보여주마 / 관련도 점수: 0.634 | 포퐁저그 콩진호가 간다 / 관련도 점수: 0.876,야 세르게이 / 관련도 점수: 0.484 | 작은고추의 매운맛을 보여주마 / 관련도 점수: 0.75 | 포퐁저그 콩진호가 간다 / 관련도 점수: 0.438,포퐁저그 콩진호가 간다 / 관련도 점수: 0.498,야 세르게이 / 관련도 점수: 0.476,"이 리뷰는 plot, acting, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 야 세르게이! 작은고추의 매운맛을 보여주마! 포퐁저그 콩진호가 간다"
2345905,이렇게 가슴시리게 본 드라마가 또 있을까? 감동 그 자체!,1,positive,이렇게 가슴시리게 본 드라마가 또 있을까? 감동 그 자체!,이렇게 가슴시리게 본 드라마가 또 있을까? 감동 그 자체!,1 (1.0),이렇게 가슴시리게 본 드라마가 또 있을까 / 관련도 점수: 0.791,감동 그 자체 / 관련도 점수: 0.655,,,"이 리뷰는 plot, acting에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 이렇게 가슴시리게 본 드라마가 또 있을까? 감동 그 자체!"
7865630,"난또 저 꼬마애가 무슨 원한이 깊길래.,. 했더니 OO 그냥 혼자 나대다 OO걸 어쩌라고.",0,negative,"난또 저 꼬마애가 무슨 원한이 깊길래.,. 했더니 OO 그냥 혼자 나대다 OO걸 어쩌라고.","난또 저 꼬마애가 무슨 원한이 깊길래.,. 했더니 OO 그냥 혼자 나대다 OO걸 어쩌라고.",0 (0.999),난또 저 꼬마애가 무슨 원한이 깊길래 / 관련도 점수: 0.677 | 했더니 OO 그냥 혼자 나대다 OO걸 어쩌라고 / 관련도 점수: 0.488,했더니 OO 그냥 혼자 나대다 OO걸 어쩌라고 / 관련도 점수: 0.983,,,"이 리뷰는 plot, acting에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 난또 저 꼬마애가 무슨 원한이 깊길래.,. 했더니 OO 그냥 혼자 나대다 OO걸 어쩌라고."
7207064,재미있어요,1,positive,재미있어요,재미있어요,1 (0.978),재미있어요 / 관련도 점수: 0.522,,재미있어요 / 관련도 점수: 0.431,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 재미있어요"
5719655,전 좋아요,1,positive,전 좋아요,전 좋아요,1 (0.995),전 좋아요 / 관련도 점수: 0.557,전 좋아요 / 관련도 점수: 0.56,전 좋아요 / 관련도 점수: 0.417,전 좋아요 / 관련도 점수: 0.455,"이 리뷰는 plot, acting, cinematography, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 전 좋아요"
1651126,최고,0,negative,최고,최고,1 (0.994),,최고 / 관련도 점수: 0.371,,,"이 리뷰는 acting에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 최고"
7246040,너무 충격적이엇다. 기분을 완전히 푹 꺼지게 하는 느낌... 활력이라고는 하나도 없는 너무나도 무거운....지독하고 차갑고 무자비하다. 그저 일본인들의 상상력은 정말 대단한거 같다는 생각이 든다.,1,positive,너무 충격적이엇다. 기분을 완전히 푹 꺼지게 하는 느낌... 활력이라고는 하나도 없는 너무나도 무거운....지독하고 차갑고 무자비하다. 그저 일본인들의 상상력은 정말 대단한거 같다는 생각이 든다.,너무 충격적이엇다. 기분을 완전히 푹 꺼지게 하는 느낌... 활력이라고는 하나도 없는 너무나도 무거운....지독하고 차갑고 무자비하다. 그저 일본인들의 상상력은 정말 대단한거 같다는 생각이 든다.,1 (0.999),너무 충격적이엇다 / 관련도 점수: 0.474 | 지독하고 차갑고 무자비하다 / 관련도 점수: 0.633,너무 충격적이엇다 / 관련도 점수: 0.378 | 기분을 완전히 푹 꺼지게 하는 느낌 / 관련도 점수: 0.427 | 지독하고 차갑고 무자비하다 / 관련도 점수: 0.672,,지독하고 차갑고 무자비하다 / 관련도 점수: 0.4,"이 리뷰는 plot, acting, soundtrack에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 너무 충격적이엇다. 기분을 완전히 푹 꺼지게 하는 느낌... 활력이라고는 하나도 없는 너무나도 무거운....지독하고 차갑고 무자비하다. 그저 일본인들의 상상력은 정말 대단한거 같다는 생각이 든다."
717775,심심한영화.,0,negative,심심한영화.,심심한영화.,0 (0.999),심심한영화 / 관련도 점수: 0.854,,심심한영화 / 관련도 점수: 0.988,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 심심한영화."
8317483,백봉기 언제나오나요?,1,positive,백봉기 언제나오나요?,백봉기 언제나오나요?,1 (0.999),백봉기 언제나오나요 / 관련도 점수: 0.658,,,,"이 리뷰는 plot에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 백봉기 언제나오나요?"
1031725,보는내내 그대로 들어맞는 예측 카리스마 없는 악역,0,negative,보는내내 그대로 들어맞는 예측 카리스마 없는 악역,보는내내 그대로 들어맞는 예측 카리스마 없는 악역,0 (0.999),보는내내 그대로 들어맞는 예측 카리스마 없는 악역 / 관련도 점수: 0.984,보는내내 그대로 들어맞는 예측 카리스마 없는 악역 / 관련도 점수: 0.992,보는내내 그대로 들어맞는 예측 카리스마 없는 악역 / 관련도 점수: 0.778,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 보는내내 그대로 들어맞는 예측 카리스마 없는 악역"
3993146,불알이 나와서 당황...아무튼 영화가 중간에 끝나는 느낌,0,negative,불알이 나와서 당황...아무튼 영화가 중간에 끝나는 느낌,불알이 나와서 당황...아무튼 영화가 중간에 끝나는 느낌,0 (0.992),불알이 나와서 당황 / 관련도 점수: 0.8 | 아무튼 영화가 중간에 끝나는 느낌 / 관련도 점수: 0.926,불알이 나와서 당황 / 관련도 점수: 0.728,아무튼 영화가 중간에 끝나는 느낌 / 관련도 점수: 0.942,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 불알이 나와서 당황...아무튼 영화가 중간에 끝나는 느낌"
2196616,평범함속에 녹아든 평범한 일상. 조금 밋밋한게 흠.,0,negative,평범함속에 녹아든 평범한 일상. 조금 밋밋한게 흠.,평범함속에 녹아든 평범한 일상. 조금 밋밋한게 흠.,0 (0.996),,,,평범함속에 녹아든 평범한 일상 / 관련도 점수: 0.829,"이 리뷰는 soundtrack에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 평범함속에 녹아든 평범한 일상. 조금 밋밋한게 흠."
8203798,보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ,0,negative,보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ,보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ,0 (1.0),보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ / 관련도 점수: 0.889,보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ / 관련도 점수: 0.885,보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ / 관련도 점수: 0.792,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 보던거라 계속보고있는데 전개도 느리고 주인공인 은희는 한두컷 나오면서 소극적인모습에 짜증이 ㅜㅜ 맨날 언제끝나나 기대만하고있어요 전개좀 빨리빨리 ㅜㅜ"
2332588,"사랑하고싶게하는,가슴속온감정을헤집어놓는영화예요정말최고.",1,positive,"사랑하고싶게하는,가슴속온감정을헤집어놓는영화예요정말최고.","사랑하고싶게하는,가슴속온감정을헤집어놓는영화예요정말최고.",1 (1.0),사랑하고싶게하는 / 관련도 점수: 0.721 | 가슴속온감정을헤집어놓는영화예요정말최고 / 관련도 점수: 0.965,사랑하고싶게하는 / 관련도 점수: 0.825,가슴속온감정을헤집어놓는영화예요정말최고 / 관련도 점수: 0.999,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 사랑하고싶게하는,가슴속온감정을헤집어놓는영화예요정말최고."
10084753,"많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다. 말로만 듣던 보도연맹, 그 민간인 학살이 이정도 일 줄이야. 이건 명백한 살인입니다. 살인자들은 다 어디있나요?",1,positive,"많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다. 말로만 듣던 보도연맹, 그 민간인 학살이 이정도 일 줄이야. 이건 명백한 살인입니다. 살인자들은 다 어디있나요?","많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다. 말로만 듣던 보도연맹, 그 민간인 학살이 이정도 일 줄이야. 이건 명백한 살인입니다. 살인자들은 다 어디있나요?",1 (0.999),많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다 / 관련도 점수: 0.444 | 그 민간인 학살이 이정도 일 줄이야 / 관련도 점수: 0.885 | 이건 명백한 살인입니다 / 관련도 점수: 0.998 | 살인자들은 다 어디있나요 / 관련도 점수: 0.675,이건 명백한 살인입니다 / 관련도 점수: 0.857,많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다 / 관련도 점수: 0.933,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다. 말로만 듣던 보도연맹, 그 민간인 학살이 이정도 일 줄이야. 이건 명백한 살인입니다. 살인자들은 다 어디있나요?"
8518645,"예전 작품 캐릭터, 에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 ...",0,negative,"예전 작품 캐릭터, 에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 ...","예전 작품 캐릭터, 에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 ...",0 (1.0),에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 / 관련도 점수: 0.916,에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 / 관련도 점수: 0.794,에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 / 관련도 점수: 0.884,,"이 리뷰는 plot, acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 예전 작품 캐릭터, 에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 ..."
7956793,김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ,0,negative,김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ,김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ,0 (0.999),,김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ / 관련도 점수: 0.981,김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ / 관련도 점수: 0.916,,"이 리뷰는 acting, cinematography에 대한 의견을 포함하며, 전체 감성은 0로 분석되었습니다. 핵심 의견: 김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ"
3996917,재밌네 비슷한 영화를 안보신 분들한테는 재미있을 듯,1,positive,재밌네 비슷한 영화를 안보신 분들한테는 재미있을 듯,재밌네 비슷한 영화를 안보신 분들한테는 재미있을 듯,1 (0.998),재밌네 비슷한 영화를 안보신 분들한테는 재미있을 듯 / 관련도 점수: 0.587,,재밌네 비슷한 영화를 안보신 분들한테는 재미있을 듯 / 관련도 점수: 0.791,,"이 리뷰는 plot, cinematography에 대한 의견을 포함하며, 전체 감성은 1로 분석되었습니다. 핵심 의견: 재밌네 비슷한 영화를 안보신 분들한테는 재미있을 듯"
